step,epoch,loss,eval_loss,learning_rate,grad_norm
950,1.7276034561164164,1.3299699783325196,,1.1409063709309442e-05,1.488010287284851
960,1.745793542519327,1.436373233795166,,9.98193869390922e-06,1.662175178527832
970,1.7639836289222375,1.27288761138916,,8.645454235739903e-06,1.6680797338485718
980,1.7821737153251478,1.3492517471313477,,7.400956061361974e-06,1.9990277290344238
990,1.800363801728058,1.3626591682434082,,6.2496972749453766e-06,1.66854989528656
1000,1.8185538881309686,1.3520292282104491,,5.192837096500058e-06,1.456818699836731
1000,1.8185538881309686,,1.3891681432724,,
1010,1.8367439745338792,1.2712489128112794,,4.231439694639483e-06,1.6385807991027832
1020,1.8549340609367895,1.3062730789184571,,3.3664731150531482e-06,1.750044584274292
1030,1.8731241473396998,1.364781379699707,,2.5988083057666533e-06,1.3993955850601196
1040,1.8913142337426103,1.2138084411621093,,1.9292182401707603e-06,1.6911455392837524
1050,1.9095043201455209,1.3046151161193849,,1.3583771387028265e-06,1.5865446329116821
1060,1.9276944065484312,1.320628547668457,,8.868597899638898e-07,1.5327507257461548
1070,1.9458844929513415,1.2580624580383302,,5.151409719553079e-07,1.665303349494934
1080,1.9640745793542518,1.2563865661621094,,2.4359497401758024e-07,1.7455090284347534
1090,1.9822646657571623,1.3501455307006835,,7.249521995263964e-08,1.7612980604171753
1100,2.0,1.302154541015625,,2.0139927093487664e-09,1.791102409362793
1100,2.0,,1.3887979984283447,,
1100,2.0,,,,
1100,2.0,,1.3887979984283447,,
