step,epoch,loss,eval_loss,learning_rate,grad_norm
880,1.6002728512960438,1.4652820587158204,,2.3599918506531337e-05,1.9190385341644287
890,1.618462937698954,1.4665464401245116,,2.159124796670843e-05,2.0643115043640137
900,1.6366530241018644,1.4989563941955566,,1.9661528393757744e-05,2.5537874698638916
900,1.6366530241018644,,1.4616955518722534,,
910,1.654843110504775,1.3955181121826172,,1.7812702851713904e-05,2.120814085006714
920,1.6730331969076853,1.487630558013916,,1.6046632951179508e-05,2.177365779876709
930,1.6912232833105958,1.391794204711914,,1.4365096974841108e-05,2.0708534717559814
940,1.709413369713506,1.3630087852478028,,1.2769788086889134e-05,2.319988250732422
950,1.7276034561164164,1.4351716995239259,,1.126231262814521e-05,1.929606318473816
960,1.745793542519327,1.5391322135925294,,9.844188498613116e-06,2.159942865371704
970,1.7639836289222375,1.373752975463867,,8.516843629081984e-06,2.275376796722412
980,1.7821737153251478,1.4531770706176759,,7.281614543321269e-06,2.604351758956909
990,1.800363801728058,1.4819391250610352,,6.139745012314424e-06,2.2056221961975098
1000,1.8185538881309686,1.4649269104003906,,5.092384801887074e-06,1.9109241962432861
1000,1.8185538881309686,,1.457778811454773,,
1010,1.8367439745338792,1.3824935913085938,,4.140588514990162e-06,2.1060850620269775
1020,1.8549340609367895,1.4015184402465821,,3.2853145298042953e-06,2.245645761489868
1030,1.8731241473396998,1.4644601821899415,,2.5274240347340717e-06,1.890594720840454
1040,1.8913142337426103,1.3250099182128907,,1.8676801612643957e-06,2.2422373294830322
1050,1.9095043201455209,1.4288532257080078,,1.3067472155517735e-06,2.1664998531341553
1060,1.9276944065484312,1.4298084259033204,,8.451900095242881e-07,1.992475986480713
1070,1.9458844929513415,1.3642483711242677,,4.834732921638719e-07,2.1362831592559814
1080,1.9640745793542518,1.3635706901550293,,2.219612815434924e-07,2.2731773853302
1090,1.9822646657571623,1.4484371185302733,,6.09172980904238e-08,2.3104312419891357
1100,2.0,1.4131060600280763,,5.034994448926967e-10,2.4337387084960938
1100,2.0,,1.45735502243042,,
1100,2.0,,,,
1100,2.0,,1.45735502243042,,
