step,epoch,loss,eval_loss,learning_rate,grad_norm
770,1.400181900864029,0.9790855407714844,,5.055063947745233e-05,1.6584771871566772
780,1.4183719872669396,0.9952926635742188,,4.7817802591875426e-05,1.5494911670684814
790,1.43656207366985,0.9865518569946289,,4.513750875579303e-05,1.661665439605713
800,1.4547521600727604,0.9451662063598633,,4.251245679789928e-05,1.4856593608856201
800,1.4547521600727604,,1.2771974802017212,,
810,1.4729422464756707,0.9293336868286133,,3.994528992299971e-05,1.5701388120651245
820,1.491132332878581,0.902491569519043,,3.7438593050527845e-05,1.6344563961029053
830,1.5093224192814916,0.9717864036560059,,3.4994890211750754e-05,1.483661413192749
840,1.527512505684402,0.8886218070983887,,3.2616642008283213e-05,1.5536803007125854
850,1.5457025920873124,0.9347652435302735,,3.030624313447067e-05,1.2606139183044434
860,1.5638926784902227,0.9594837188720703,,2.8066019966134904e-05,1.8656378984451294
870,1.5820827648931333,0.9553613662719727,,2.589822821811083e-05,1.7143906354904175
880,1.6002728512960438,0.9378266334533691,,2.3805050672932928e-05,1.4543200731277466
890,1.618462937698954,0.9799036026000977,,2.178859498295809e-05,1.4452341794967651
900,1.6366530241018644,1.0214567184448242,,1.985089154813846e-05,1.8613533973693848
900,1.6366530241018644,,1.267379641532898,,
910,1.654843110504775,0.919249153137207,,1.7993891471580893e-05,1.493044376373291
920,1.6730331969076853,1.0211868286132812,,1.621946459495127e-05,1.6625696420669556
930,1.6912232833105958,0.9214347839355469,,1.4529397615702656e-05,1.348278284072876
940,1.709413369713506,0.9401601791381836,,1.2925392288022298e-05,1.6766479015350342
950,1.7276034561164164,0.969476318359375,,1.1409063709309442e-05,1.5341615676879883
960,1.745793542519327,1.0759220123291016,,9.98193869390922e-06,1.6515148878097534
970,1.7639836289222375,0.965757942199707,,8.645454235739903e-06,1.5349308252334595
980,1.7821737153251478,1.0041233062744142,,7.400956061361974e-06,1.7401010990142822
990,1.800363801728058,0.9668581008911132,,6.2496972749453766e-06,1.5706740617752075
1000,1.8185538881309686,0.958437728881836,,5.192837096500058e-06,1.2451151609420776
1000,1.8185538881309686,,1.2555510997772217,,
1010,1.8367439745338792,0.902741813659668,,4.231439694639483e-06,1.635071873664856
1020,1.8549340609367895,0.9438327789306641,,3.3664731150531482e-06,1.494059443473816
1030,1.8731241473396998,1.0054604530334472,,2.5988083057666533e-06,1.444256067276001
1040,1.8913142337426103,0.8643302917480469,,1.9292182401707603e-06,1.4931391477584839
1050,1.9095043201455209,0.9113849639892578,,1.3583771387028265e-06,1.510237216949463
1060,1.9276944065484312,0.9242919921875,,8.868597899638898e-07,1.3692574501037598
1070,1.9458844929513415,0.9078261375427246,,5.151409719553079e-07,1.6518908739089966
1080,1.9640745793542518,0.9220460891723633,,2.4359497401758024e-07,1.5367010831832886
1090,1.9822646657571623,0.9807750701904296,,7.249521995263964e-08,1.6973971128463745
1100,2.0,0.9449662208557129,,2.0139927093487664e-09,1.663573980331421
1100,2.0,,1.2581135034561157,,
1100,2.0,,,,
1100,2.0,,1.2581135034561157,,
